content,score,sentiment,clean
kalo ngasih iklan ngotak dikit dong masa buka tik tok udah muncul nanti ke geser pindah ke play store. mau buka link nanti ada iklan nggak bisa dihapus pulak iklannya,1,negatif,kalo ngasih iklan ngotak dikit dong masa buka tik tok udah muncul geser pindah ke play store mau buka link ada iklan bisa dihapus pulak iklannya
Apl yang bagus sekali,5,positif,apl bagus sekali
pelayanannya ramah dan bagus.,5,positif,pelayanannya ramah bagus
barangnya murah²..tapi semenjak j&t pisah dari shope pengirimannya sangat sangatlah lamaa sekali bisa sampai berminggu2 di satu tempat... sering kali barang datang sudah tidak diperlukan lagi,2,negatif,barangnya murahtapi semenjak jt pisah shope pengirimannya sangat sangatlah lamaa sekali sampai berminggu satu tempat sering kali barang datang tidak diperlukan
ngak jelas masa akun baru ngak bisa Cekout dan kenapa akun baru ada tagihan spaylater kan akun baru aneh!!!!!!!!,1,negatif,ngak jelas masa akun baru ngak cekout kenapa akun baru tagihan spaylater kan akun baru aneh
👍,5,positif,
sangat membantu untuk mencari barang yg di butuhkan harga terjangkau dan tidak ribet tinggal klik tunggu pesanan di antar,5,positif,sangat membantu mencari barang yg butuhkan harga terjangkau tidak ribet tinggal klik tunggu pesanan antar
oke,4,positif,oke
memudahkan untuk berbelanja tanpa keluar rumah. the besstt shopee,5,positif,memudahkan berbelanja keluar rumah the besstt shopee
"kok sekarang shoope gak bisa checkout ya gak seperti biasanya, biasanya gak ada promo bisa di checkout sekarang ada promo gak bisa di checkout gimana sih tolong ya di perbaiki aku pengen shoope seperti dulu lagi",1,negatif,kok sekarang shoope gak checkout gak biasanya biasanya gak promo checkout sekarang promo gak di checkout gimana sih ya di perbaiki aku pengen shoope dulu
"shopee sekarang lama pengiriman nya, mana sering salah rute",1,negatif,shopee sekarang lama pengiriman nya mana sering salah rute
selama ini pesanan lancar2 aja.. bagus...,5,positif,selama pesanan lancar aja bagus
pelayanan Shopee terbaik d semua aplikasi belanja online cuma shopee yg paling nyaman aman amanah paylater nya pun tanpa bunga hhm ko bisa mahal beli cash dr pad kredit JD bikin aku bertanya2 apa untung nya buat shopee semoga sll memberikan kepuasan pelayanan terbaiknya,5,positif,pelayanan shopee terbaik d semua aplikasi belanja online cuma shopee yg paling nyaman aman amanah paylater nya tanpa bunga hhm ko mahal beli cash dr pad kredit jd bikin aku bertanya apa untung nya buat shopee semoga sll memberikan kepuasan pelayanan terbaiknya
Sangat bagus sekali dan mudah dalam ber belanja di saat kita sedang malas keluar rumah...,5,positif,sangat bagus sekali mudah ber belanja saat sedang malas keluar rumah
Ok langsung saja,5,positif,langsung
Alhamdulillah,5,positif,alhamdulillah
bagus,5,positif,bagus
tuku opo opo nek kene enek we lur lurrrrrrr.......😄 jos pokok eeeee.,5,positif,tuku opo opo nek kene enek we lur lurrrrrrr jos pokok eeeee
Shopee banyak manfaatnya.👌👍👍,5,positif,shopee banyak manfaatnya
pokoknya shopee top lah,5,positif,pokoknya shopee top lah
Memberikan kemudahan dlm belanja Mantaap,5,positif,memberikan kemudahan dlm belanja mantaap
"shopee sangat bagus pelayanannya,cepat",5,positif,shopee sangat bagus pelayanannyacepat
ok,5,positif,
gimana si sopiee penting banget lagi barang y ga di anter2 rin ini nunggu in y lama banegt udah mau 2 minggu 🤧,1,negatif,gimana si sopiee penting banget barang y ga anter rin nunggu in y lama banegt udah mau  minggu 
"shoppe itu bagus aku suka kalo belanja di sini tapi minus nyasekarang tuh ga ada yang bisa COD gimana sii ,jadi ga bisa belanja akunya",3,netral,shoppe bagus aku suka kalo belanja sini minus nyasekarang tuh ga yang cod gimana sii jadi ga belanja akunya
"aplikasi gila.. kok BS pemerintah membiarkan rakyatnya dijajah SM aplikasi ini.. GK mitra penjual, driver kurir, sampe customer diakalin semua Ama ini aplikasi...",1,negatif,aplikasi gila kok bs pemerintah membiarkan rakyatnya dijajah sm aplikasi gk mitra penjual driver kurir sampe customer diakalin semua ama aplikasi
banyak diskonnyahhh🫰🏻,5,positif,banyak diskonnyahhh
bisa pilih harga termurah n bisa mencari barang terbaik n original 👍👍,5,positif,pilih harga termurah n mencari barang terbaik n original 
"Mau hapus akun aja DIPERSULIT, hadeh pusing, error mulu dah",1,negatif,mau hapus akun aja dipersulit hadeh pusing error mulu dah
thank u,5,positif,thank u
"Aplikasi yg sangat bermanfaat buat banja online.praktis,mudah dan selalu ada kejutan kupon..",5,positif,aplikasi yg sangat bermanfaat buat banja onlinepraktismudah selalu kejutan kupon
shopee is the best,5,positif,shopee is the best
buruk,1,negatif,buruk
"pengiriman barang lewat shopee sangat membantu ,pengiriman nya cepet aman,bersih dan dilindungi tidak sedikit pun tergores..semoga shopee selalu sukses dan selalu terdepan untuk pelayanan yang sangat memuaskan.",5,positif,pengiriman barang lewat shopee sangat membantu pengiriman nya cepet amanbersih dilindungi sedikit tergoressemoga shopee selalu sukses selalu terdepan pelayanan sangat memuaskan
mantap belanja di shopee memuaskan okeee,5,positif,mantap belanja shopee memuaskan okeee
Suka gratis ongkir nya dan cepat pengiriman nya,5,positif,suka gratis ongkir nya cepat pengiriman nya
belanja lebih mudah dan cepat.,5,positif,belanja lebih mudah cepat
"tolong di perbaiki lagi jasa pengirimannya, udah 3x belanja pesanan gak ada yang nyampe satupun.. 👎👎",1,negatif,di perbaiki jasa pengirimannya udah x belanja pesanan gak yang nyampe satupun 
barang berkualitas asli,5,positif,barang berkualitas asli
gak papa cuma pengen ngasih bintang 1 aja dulu,1,negatif,gak papa cuma pengen ngasih bintang  aja dulu
"Stop iklan Shoope.!! Dan Perbaiki Spx, Pengiriman yang sangat lelet !!!",1,negatif,stop iklan shoope perbaiki spx pengiriman sangat lelet 
kegiatan transaksi berbelanja online lebih mudah murah dan menyenangkan.,5,positif,kegiatan transaksi berbelanja online lebih mudah murah menyenangkan
"Baik, bisa memenuhi kebutuhan, sesuai apa yang dibutuhkan, mudah-mudahan kedepan lebih berkembang lagi dan mempermudah kebutuhan masyarakat yang relevan",5,positif,baik memenuhi kebutuhan sesuai apa dibutuhkan mudahmudahan kedepan lebih berkembang dan mempermudah kebutuhan masyarakat relevan
sangat membantu,5,positif,sangat membantu
baik,4,positif,baik
bagus,5,positif,bagus
keren brng yg dibeli sesuai&aman,5,positif,keren brng yg dibeli sesuaiaman
apl bagus,5,positif,apl bagus
selalu belanja di shoppe..barang murah dan dapat dipercaya,5,positif,selalu belanja shoppebarang murah dapat dipercaya
harga muraah,5,positif,harga muraah
coba dulu,5,positif,coba dulu
keren,5,positif,keren
"bagus tapi syng pitur sp sama sltr nya ,susah di aktifkan padahal id sdh bnr Masi aja ribet dan gc bisa",3,netral,bagus syng pitur sp sama sltr nya susah aktifkan padahal id sdh bnr masi aja ribet gc
shopee mall barangnya bagus*² dan ramah di kantong.,5,positif,shopee mall barangnya bagus ramah kantong
mantap,4,positif,mantap
bagus,5,positif,bagus
shopee keren sih sering memberi vocer..saya sukaaa 😍😍,5,positif,shopee keren sih sering memberi vocersaya sukaaa 
jujur endyurr bagus bangett itu aja sih dari saya..,5,positif,jujur endyurr bagus bangett aja sih saya
"belakangan susah sekali dapet driver, tolong perbaiki sistem nya, kalau bisa sejahterakan driver supaya saling menguntungkan. jangan serakah dan ngambil potongan besar.. customer jg dirugikan...",2,negatif,belakangan susah sekali dapet driver perbaiki sistem nya kalau sejahterakan driver saling menguntungkan jangan serakah ngambil potongan besar customer jg dirugikan
"bintang 1 khusus layanan shopee VIP, saldo paylater saya kesedot tanpa adanya konfirmasi pin pembayaran !",1,negatif,bintang  khusus layanan shopee vip saldo paylater kesedot adanya konfirmasi pin pembayaran 
hapus akun aja susah sekali,1,negatif,hapus akun aja susah sekali
ok,5,positif,
lumayan enak belanja di shope Tepat waktu ramah kurirnya pokoknya ok,5,positif,lumayan enak belanja shope tepat waktu ramah kurirnya pokoknya
sangat baik,5,positif,sangat baik
sangat puas,4,positif,sangat puas
"Verry good, happy shopping...",5,positif,verry good happy shopping
"sangat membantu, oke banget",5,positif,sangat membantu oke banget
baik,5,positif,baik
"sekarang shopee kendala ada di pengiriman lama, penjemputan 2 hari blm dijemput, pengiriman 2 - 3 hari perjalanan, total pengiriman jakarta bekasi 5 hari. kadang ada toko ngga amanah belinya apa yg datang apa, tolong toko yg ngga amanah di cek bos",3,netral,sekarang shopee kendala pengiriman lama penjemputan  hari blm dijemput pengiriman    hari perjalanan total pengiriman jakarta bekasi  hari kadang toko ngga amanah belinya apa yg datang apa toko yg ngga amanah di cek bos
lieur anjing hese daptar,5,positif,lieur anjing hese daptar
berkat shopee aku bisa berbagi,5,positif,berkat shopee aku berbagi
puas bnget,5,positif,puas bnget
"Aplikasi berat, bikin hp cepet panas dan lag, terlalu banyak pop-up dan video ga guna pas awal buka aplikasi, Banyak seller yg barangnya ga sesuai iklan, expedisinya parah banget... udah 2 minggu barang pesanan ga datang². mau sampai kapan disuruh nunggu terus?",1,negatif,aplikasi berat bikin hp cepet panas lag terlalu banyak popup video ga pas awal buka aplikasi banyak seller yg barangnya ga sesuai iklan expedisinya parah banget udah  minggu barang pesanan ga datang mau kapan disuruh nunggu terus
Puas,5,positif,puas
"IKLAN LU GANGGU BANGET, SUMPAHH. COEGGGGG MAKIN GILA NI IKLAN",5,positif,iklan lu ganggu banget sumpahh coeggggg makin gila ni iklan
voucher pengguna baru nya tidak bisa di gunakan 👎👎👎👎👎,5,positif,voucher pengguna baru nya bisa gunakan 
tanggap dengan keluhan konsumen,5,positif,tanggap keluhan konsumen
untuk Bekasi Selatan kenapa paket ga ada yang terkirim.ada apa dengan kurir spx nya,1,negatif,bekasi selatan paket ga yang terkirimada apa kurir spx nya
Tingkatkan lagi....,5,positif,tingkatkan
"udah belanja berjuta"" tetap aj gak ada potongan harga",2,negatif,udah belanja berjuta tetap aj gak potongan harga
apk shopee Top dah pokok nya,5,positif,apk shopee top dah pokok nya
jadi lebih mudah kalo mau beli makanan gk usah keluar rumah lag....,5,positif,jadi lebih mudah kalo mau beli makanan gk usah keluar rumah lag
makin lama makin gjls paket dipegang smaa kjn,1,negatif,makin lama makin gjls paket dipegang smaa kjn
ok,5,positif,
iklan loh ribet,1,negatif,iklan loh ribet
mantap,5,positif,mantap
kurang ada fitur tambahan tema gelap,4,positif,kurang fitur tambahan tema gelap
hai shoope kenapa saya gak bisa pesan lagi ya di shoope 😔 saya udah hapus shoopee lali buat akun lagi tapi tetap aja gak bisa lagi beli di shoope 😔,5,positif,hai shoope gak pesan ya shoope  saya udah hapus shoopee lali buat akun tapi tetap aja gak lagi beli shoope 
paketannya selalu terlambat datangnya selalu malam terus giliran orang lain datangnya suka sore pas saya kabarin lagi paketannya malah kurang enak untuk didengarkan saya kasih bintang 2 karena saya kecewa berat soalnya saya sudah bilang minta dipercepat malah Mbah diperlambat,2,negatif,paketannya selalu terlambat datangnya selalu malam terus giliran orang datangnya suka sore pas kabarin paketannya malah kurang enak didengarkan kasih bintang  kecewa berat soalnya saya sudah bilang minta dipercepat malah mbah diperlambat
shopee the best,5,positif,shopee the best
mau co malah terditeksi hal yg tidK wajar,1,negatif,mau co malah terditeksi yg tidk wajar
"saya akan terus mengurangi bintangnya jika shopee tidak memperbaiki pengiriman estimasi tanggal, masa uda 8 hari paket saya blm sampe??",3,netral,akan terus mengurangi bintangnya shopee memperbaiki pengiriman estimasi tanggal masa uda  hari paket blm sampe
makin ksni spx pengiriman makin lolot sampe seminggu gk nyampe2 najis bgt cuh,1,negatif,makin ksni spx pengiriman makin lolot sampe seminggu gk nyampe najis bgt cuh
semoga cepat diperbaiki penjualan dan cepat sampainya,5,positif,semoga cepat diperbaiki penjualan cepat sampainya
kecewa bngtt pake bngt skrng kesel bngt kalo pesen di Shopee food susah bngt dapet driver padahal mitra/driver ribuan heran di kota besar loh ini jakarta tapi susahnya minta ampun nunggu bisa 4/5 jam cancel pesan cancel pesan ganti makanan tetep ga dapet,1,negatif,kecewa bngtt pake bngt skrng kesel bngt kalo pesen shopee food susah bngt dapet driver padahal mitradriver ribuan heran kota besar loh jakarta susahnya minta ampun nunggu  jam cancel pesan cancel pesan ganti makanan tetep ga dapet
bagus,5,positif,bagus
"Tolong dong semua tempat ekspedisi spx express diperbaiki kecepatan input resi barangnya, dikirim pagi di input larut malem udah pindah2 expedisi spx semuanya sama input resi sangat lambat ga seperti expedisi sebelah, lama lama mending nonaktifkan spx express, kalau udah ada perbaikan baru saya ubah ratting nya b 5, kalau sama aja udah b 1",1,negatif,dong semua tempat ekspedisi spx express diperbaiki kecepatan input resi barangnya dikirim pagi input larut malem udah pindah expedisi spx semuanya sama input resi sangat lambat ga expedisi sebelah lama lama mending nonaktifkan spx express kalau udah perbaikan baru ubah ratting nya b  kalau sama aja udah b 
"shopee memang yg paling top,",5,positif,shopee memang yg paling top
"bilangin kurirnya min jangan pda lelet,paket saya udah berkali kali lewat dari masa kirimnya sampe ubanan ini saya nungguinnya.lope kurir😝",5,positif,bilangin kurirnya min jangan pda leletpaket udah berkali kali lewat masa kirimnya sampe ubanan saya nungguinnyalope kurir
ok👍,5,positif,
bgus,5,positif,bgus
ok,5,positif,
sangat membantu,5,positif,sangat membantu
top,5,positif,top
saat buka pertama. langsung muncul live. kurang nyaman. tolong balikin ke semula.,1,negatif,buka pertama langsung muncul live kurang nyaman balikin semula
flash sale nya penipuan,1,negatif,flash sale nya penipuan
mantap,5,positif,mantap
mantap,3,netral,mantap
pelayanannya memuaskan,5,positif,pelayanannya memuaskan
Mantapqq,5,positif,mantapqq
"stiap buka psti selalu ngelag lelet kadang eror,pdhal udh pke wifi,jaringan bagus,cuma apk belanja aja lemotnya ky apk game berat",1,negatif,stiap buka psti selalu ngelag lelet kadang erorpdhal udh pke wifijaringan baguscuma apk belanja aja lemotnya ky apk game berat
"kecewa dengan shopee food ,saya memilih ongkos kirim standar agar pengiriman cepat...eh tau nya sama aja dengan ongkos kirim promo dikirim sekaligus dengan yang lain.. alhasil makanan saya dingin jadi gaenak karna kelamaan pengiriman nya..sangat sangat kecewa",1,negatif,kecewa shopee food memilih ongkos kirim standar pengiriman cepateh tau nya sama aja ongkos kirim promo dikirim sekaligus yang alhasil makanan dingin jadi gaenak karna kelamaan pengiriman nyasangat sangat kecewa
mantap,5,positif,mantap
"Oke, saya sangat senang bisa berbelanja di shopee! The best shopee 👍🏻🙏🏻",4,positif,oke sangat senang berbelanja shopee the best shopee 
shope sudah mengenakan biaya app Rp.1000..tolong di jelaskan dasar hukumnya dr mana biaya app 1000?? shope membiarkan pedagang² nakal yg melakukan live shop memberi informasi sesat barang fake di blg ori.tolong di bersihkan pedagang² nakal...,1,negatif,shope mengenakan biaya app rptolong jelaskan dasar hukumnya dr mana biaya app  shope membiarkan pedagang nakal yg melakukan live shop memberi informasi sesat barang fake blg oritolong bersihkan pedagang nakal
bagus,5,positif,bagus
Shopee sangat membantu sekali,5,positif,shopee sangat membantu sekali
agak kurang cepat kirim nya,1,negatif,kurang cepat kirim nya
jasa pengiriman paling ampasss y spx. paket udah d expedisi deket rumah mlah pengiriman d pending besokk. padahl dtng d xpedisi jm 08.00 . jasa pengiriman sampah,1,negatif,jasa pengiriman paling ampasss y spx paket udah d expedisi deket rumah mlah pengiriman d pending besokk padahl dtng d xpedisi jm   jasa pengiriman sampah
aplikasi shoope terjelek di Indonesia mau pesan barang selalu ditolak tidak seperti lazada enak pesan barang langsung gak pakai ribet..rugi download aplikasi shoope yg mengecewakan pelanggan setia nya .udah tak hapus aplikasi shopee.. download aplikasi lazada aja banyak diskon nya..,1,negatif,aplikasi shoope terjelek indonesia mau pesan barang selalu ditolak seperti lazada enak pesan barang langsung gak pakai ribetrugi download aplikasi shoope yg mengecewakan pelanggan setia nya udah tak hapus aplikasi shopee download aplikasi lazada aja banyak diskon nya
